股票代码,股票简称,现价(元),涨跌幅(%),"基金持股比例(%)2024.06.30",基金持股数量(股)2024.06.30,基金持股市值(元)2024.06.30,基金持股家数(家)2024.06.30,基金持股选股明细
300870.SZ,欧陆通,39.09,1.40,2.12,2143307.00,92976657.66,68,--
000829.SZ,天音控股,8.42,1.08,2.12,21677288.00,196829775.04,47,--
300606.SZ,金太阳,17.21,-1.32,2.11,2522450.00,46816672.00,18,--
002461.SZ,珠江啤酒,8.21,-1.91,2.11,46785289.00,347146844.38,94,--
002400.SZ,省广集团,4.59,-0.43,2.11,36456738.00,176815179.30,26,--
600850.SH,电科数字,17.32,0.64,2.11,12846957.00,232529921.70,102,--
300452.SZ,山河药辅,10.23,-1.35,2.11,3939438.00,44752015.68,51,--
301528.SZ,多浦乐,33.92,0.24,2.11,314985.00,13493957.40,129,--
002496.SZ,辉丰股份,1.98,0.00,2.11,24896100.00,55767264.00,5,--
000301.SZ,东方盛虹,6.99,-2.10,2.11,115767668.00,922668313.96,190,--
600749.SH,西藏旅游,10.12,1.00,2.11,4778800.00,61789884.00,9,--
603153.SH,上海建科,15.76,1.29,2.10,2843907.00,48090467.37,58,--
300024.SZ,机器人,9.11,-0.76,2.10,31703262.00,308789771.88,90,--
000030.SZ,富奥股份,4.31,0.23,2.10,35556809.00,174583932.19,169,--
300859.SZ,西域旅游,26.90,-1.47,2.10,3254705.00,99691614.15,7,--
300848.SZ,美瑞新材,12.57,-0.16,2.09,5015966.00,82462481.04,21,--
605338.SH,巴比食品,12.62,-0.63,2.09,5195288.00,68837566.00,51,--
000681.SZ,视觉中国,10.46,-1.78,2.09,14133452.00,162534698.00,52,--
300634.SZ,彩讯股份,13.69,0.59,2.09,8998581.00,151446118.23,101,--
838227.BJ,美登科技,18.50,-1.70,2.08,219441.00,4283488.32,2,--
002774.SZ,快意电梯,5.37,-0.37,2.08,5863400.00,37232590.00,39,--
600305.SH,恒顺醋业,6.65,-2.35,2.08,23158858.00,167438543.34,40,--
301429.SZ,森泰股份,13.20,-0.53,2.08,915415.00,14005849.50,93,--
002419.SZ,天虹股份,4.01,0.00,2.07,24238108.00,101315291.44,40,--
000069.SZ,华侨城A,1.93,1.05,2.07,142888557.00,291492656.28,60,--
002441.SZ,众业达,6.10,-0.97,2.07,8261004.00,62618410.32,75,--
002453.SZ,华软科技,3.29,-0.90,2.07,12636163.00,54209139.27,41,--
002763.SZ,汇洁股份,5.84,-0.17,2.07,6273640.00,41594233.20,27,--
300949.SZ,奥雅股份,24.33,-1.22,2.07,351200.00,10469272.00,11,--
301081.SZ,严牌股份,6.42,-3.17,2.06,1736728.00,13025460.00,24,--
002084.SZ,海鸥住工,2.36,-2.08,2.06,13302693.00,32591600.30,37,--
003038.SZ,鑫铂股份,11.85,-1.17,2.05,2629109.00,38831939.93,40,--
688339.SH,亿华通,19.28,-2.23,2.04,2327226.00,69770235.48,45,--
600556.SH,天下秀,3.37,-1.46,2.04,36934415.00,134441270.60,81,--
300455.SZ,航天智装,9.87,-0.60,2.04,14475570.00,178918045.20,50,--
000969.SZ,安泰科技,7.86,-1.13,2.04,20947745.00,166115617.85,83,--
603039.SH,泛微网络,27.66,-0.11,2.04,5314645.00,168793125.20,132,--
301175.SZ,中科环保,4.20,-1.18,2.04,12571059.00,55186949.01,61,--
603733.SH,仙鹤股份,14.85,-0.27,2.03,14349788.00,252269273.04,132,--
002935.SZ,天奥电子,12.95,1.73,2.03,8425566.00,101780837.28,43,--
301323.SZ,新莱福,26.76,-1.69,2.03,1083734.00,34224319.72,84,--
600025.SH,华能水电,10.39,-0.19,2.02,364373484.00,3927946157.52,420,--
688435.SH,英方软件,18.94,-2.57,2.02,929138.00,23191284.48,73,--
600817.SH,宇通重工,9.19,-0.54,2.02,10742467.00,88088237.60,26,--
838262.BJ,太湖雪,8.78,0.23,2.01,311361.00,3281744.94,1,--
603163.SH,圣晖集成,21.62,1.41,2.01,702975.00,18136755.00,14,--
002314.SZ,南山控股,1.95,-0.51,2.01,26877109.00,55635617.70,28,--
301262.SZ,海看股份,20.27,-1.75,2.01,2449042.00,55225897.10,119,--
301578.SZ,辰奕智能,37.79,-3.05,2.01,310915.00,12302906.55,992,--
002998.SZ,优彩资源,4.85,-2.42,2.01,4905857.00,27816209.19,54,--
600475.SH,华光环能,8.14,-1.69,2.00,18895395.00,164578890.45,143,--
002467.SZ,二六三,3.14,-2.49,2.00,27315029.00,91232196.86,80,--
003041.SZ,真爱美家,10.13,0.00,2.00,2737056.00,33419453.76,39,--
